,sample_id,farm,visit_number,date_collected,ctx_m,animals_sampled,weaned_heifer,adult,dry,footpath,amp_c,ct_pos,cipR,tetR,cephR,strepR,amoxR,plain_undiluted,anything_waste,heifers_waste,whichclinresp,firstmastitis,poultry,equine,total_cattle,yield,herd_size,bought_pre,scc,pneum_vacc,diarrvacc,anticocc,halocur,nsaiddiarr,trough_clean,time_dam,um_spray,give_col,wean,pattern,percentdryoff,calving_group,calhousing_type,calhousing_older,hectares,othergraze,bvdvacc,ibrvacc,leptovacc,salmvacc,lungvacc,clostvacc,organic,daystreatmast,timesfirstmast,injectmast,nsaidmast,treatfoot,abcalve,nsaidcalve,calveclean,milkgraze,lime,predip,acf,cleancluster,drytrough,premises,shows,market,hostfarmwalk,starling,deer,badger,rook,pigeon,fox,pheasant,rat,shoot,hunt,outsource,feedlorry,muckspreader,aiexternal,machinery,bedmilk_1,bedmilk_2,bedmilk_3,bedmilk_4,bedmilk_6,bedmilk_8,foragetype_1,foragetype_2,foragetype_3,foragetype_4,foragetype_5,foragetype_6,foragetype_7,foragetype_8,foragebought,manure_1,manure_2,manure_3,manure_4,manure_5,manure_6,manure_7,manure_8,manure_9,s_housed_outdoor,cefq_dct,ceph_dct,fram_dct,clox_dct,s_calving_now,water,total_mg_pcu,ceph_3_4,ceph_1,co_amox,tet,amox,fq,novobiocin,pen,cefalexin,strep,preweaned_heifer
4390,YDA22,YDA,2,04/05/2017,1,pw,0,0,0,0,0,1,0,1,1,0,1,430,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
4391,YDA23,YDA,2,04/05/2017,0,pw,0,0,0,0,0,0,0,1,0,0,1,390,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
4392,YDA24,YDA,2,04/05/2017,1,pw,0,0,0,0,0,1,0,1,1,0,1,310,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,1
4393,YDA25,YDA,2,04/05/2017,0,a,0,1,0,0,0,0,1,1,1,1,1,420,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4394,YDA26,YDA,2,04/05/2017,0,a,0,1,0,0,0,0,0,1,1,0,1,480,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4395,YDA27,YDA,2,04/05/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,20,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4396,YDA28,YDA,2,04/05/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4397,YDA29,YDA,3,05/06/2017,1,h,1,0,0,0,0,1,0,1,1,0,1,60,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4398,YDA30,YDA,3,05/06/2017,1,h,1,0,0,0,0,1,0,1,1,0,1,1470,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4399,YDA31,YDA,3,05/06/2017,0,h,1,0,0,0,1,1,0,1,1,0,1,1310,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4400,YDA32,YDA,3,05/06/2017,0,a,0,1,0,0,0,0,0,1,1,0,1,600,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4401,YDA33,YDA,3,05/06/2017,1,a,0,1,0,0,0,1,0,1,1,1,1,2000,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4402,YDA34,YDA,3,05/06/2017,1,h,0,0,0,1,0,1,0,1,1,0,1,1000,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4403,YDA35,YDA,4,07/07/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,190,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4404,YDA36,YDA,4,07/07/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,270,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4405,YDA37,YDA,4,07/07/2017,0,h,0,0,0,1,0,0,0,1,0,0,0,10,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4406,YDA38,YDA,4,07/07/2017,0,h,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4407,YDA39,YDA,5,16/08/2017,0,h,1,0,0,1,0,0,0,0,0,0,0,1420,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4408,YDA40,YDA,5,16/08/2017,0,h,1,0,0,1,0,0,0,0,0,0,0,150,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4409,YDA41,YDA,5,16/08/2017,1,a,0,1,0,0,0,1,0,1,1,0,1,190,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4410,YDA42,YDA,5,16/08/2017,1,a,0,1,0,0,0,1,1,1,1,0,1,450,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4411,YDA43,YDA,6,22/09/2017,0,h,0,0,0,1,0,0,0,1,0,0,0,410,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4412,YDA44,YDA,6,22/09/2017,0,h,1,0,0,0,1,1,0,1,1,0,1,1960,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4413,YDA45,YDA,6,22/09/2017,0,h,1,0,0,0,1,1,0,1,1,0,1,480,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4414,YDA46,YDA,6,22/09/2017,0,a,0,1,0,0,1,1,0,1,1,0,1,130,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4415,YDA47,YDA,6,22/09/2017,0,a,0,1,0,0,1,1,0,1,1,0,1,1120,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4416,YDA48,YDA,7,25/10/2017,0,h,0,0,0,0,0,0,0,1,0,0,1,3280,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,outdoor,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4417,YDA49,YDA,7,25/10/2017,0,h,1,0,0,0,0,0,0,1,0,0,0,90,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4418,YDA50,YDA,7,25/10/2017,1,h,1,0,0,0,0,1,0,1,1,0,1,890,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4419,YDA51,YDA,7,25/10/2017,1,a,0,1,0,0,1,1,1,1,1,1,1,610,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4420,YDA52,YDA,7,25/10/2017,0,a,0,1,0,0,0,0,1,1,1,0,1,1280,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4421,YDA53,YDA,8,24/11/2017,0,a,0,1,0,0,0,0,0,1,0,0,1,40,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4422,YDA54,YDA,8,24/11/2017,0,a,0,1,0,0,0,0,0,1,1,1,1,620,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4423,YDA55,YDA,8,24/11/2017,0,d,0,0,1,0,0,0,0,1,0,1,1,2600,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4424,YDA56,YDA,8,24/11/2017,0,d,0,0,1,0,0,0,0,1,1,1,1,670,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4425,YDA57,YDA,8,24/11/2017,0,h,1,0,0,0,0,0,0,1,0,1,1,330,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4426,YDA58,YDA,8,24/11/2017,0,h,1,0,0,0,1,1,0,1,1,1,1,120,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4427,YDA59,YDA,9,19/12/2017,0,h,1,0,0,0,1,1,0,1,1,0,1,470,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4428,YDA60,YDA,9,19/12/2017,0,h,1,0,0,0,0,0,0,1,0,0,1,230,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
4429,YDA61,YDA,9,19/12/2017,1,a,0,1,0,0,0,1,0,1,1,0,1,100,1,0,Tetracycline,td/multiject,1,1,2,2,2,1,110,0,N,1,0,0,2,1,1,1,1,2,100,1,2,0,120,N,Y,Y,Y,N,N,Y,0,4,2,80,50,1,0,0,1,1,1,1,0,2,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,1,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,1,no,yes,no,no,no,yes,no,no,no,housed,1,0,1,0,0,1,30.97899932,0,0.006761325,3.413116971,3.033887762,1.21703854,0.202839757,0.292089249,9.938823529,0,0,0
